ID,"UID DA TOMADA","TIPO DE CARREGAMENTO","ESTADO DO POSTO",CIDADE,MORADA,OPERADOR,MOBICHARGER,"NÍVEL DE TENSÃO","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","FORMATO DA TOMADA","POTÊNCIA DA TOMADA (kW)","ESTADO DA TOMADA","ÚLTIMA ATUALIZAÇÃO","POTÊNCIA DA TOMADA (kW) NUMERIC",T1kWh,T2kWh,T3kWh,T1min,T2min,T3min,"ACTIVAÇÃO","€kWh","€min","Duração (minutos) até 7kW","Duração (minutos) até 22kW","Duração (minutos) até 130kW","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €"
SSB-90001,SSB-90001-2,"Semirrápido","Disponível",Sesimbra,N378,"EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,02/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:18:58.183000",22,0,0,0,0.02,0,0,0,0,0.02,583.783783783784,144,127.636363636364,2.55272727272727,11.6756756756757,2.88
SSL-90001,SSL-90001-1,"Semirrápido","Disponível",Sousel,"Estrada da Circunvalação N372","HRZ - Power dot","Não","Baixa Tensão Normal","€0,025/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 09:25:40.224000",22,0,0,0,0.025,0,0,0,0,0.025,583.783783783784,144,127.636363636364,3.19090909090909,14.5945945945946,3.6
SSL-90001,SSL-90001-2,"Semirrápido","Disponível",Sousel,"Estrada da Circunvalação N372","HRZ - Power dot","Não","Baixa Tensão Normal","€0,025/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 09:25:40.224000",22,0,0,0,0.025,0,0,0,0,0.025,583.783783783784,144,127.636363636364,3.19090909090909,14.5945945945946,3.6
STB-00013,STB-00013-02,"Rápido","Disponível","Setúbal","Av. António Xavier de Lima","PRI - Prio","Não","Média Tensão","€0,3/charge ","€0,115/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 10:56:50.991000",50,0,0,0,0,0.115,0,0.3,0,0.115,583.783783783784,144,56.16,6.7584,67.4351351351351,16.86
STB-00013,STB-00013-01,"Rápido","Disponível","Setúbal","Av. António Xavier de Lima","PRI - Prio","Não","Média Tensão","€0,3/charge ","€0,115/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:56:50.991000",50,0,0,0,0,0.115,0,0.3,0,0.115,583.783783783784,144,56.16,6.7584,67.4351351351351,16.86
STB-00014,STB-00014-01,"Semirrápido","Disponível","Setúbal","Azeda de Baixo","HLX - Helexia","Não","Média Tensão","€0,2608/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:31:56.177000",22,0,0,0,0,0.035,0,0.2608,0,0.035,583.783783783784,144,127.636363636364,4.72807272727273,20.6932324324324,5.3008
STB-00014,STB-00014-02,"Semirrápido","Disponível","Setúbal","Azeda de Baixo","HLX - Helexia","Não","Média Tensão","€0,2608/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:31:56.177000",22,0,0,0,0,0.035,0,0.2608,0,0.035,583.783783783784,144,127.636363636364,4.72807272727273,20.6932324324324,5.3008
STB-00015,STB-00015-02,"Semirrápido","Disponível","Setúbal","Quinta do Esteval","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-28 19:37:24.718000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
STB-00015,STB-00015-01,"Semirrápido","Disponível","Setúbal","Quinta do Esteval","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-28 19:37:24.718000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
STB-00018,STB-00018-01,"Rápido","Disponível","Setúbal","Avenida de Moçambique","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:39:38.007000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
STB-00018,STB-00018-02,"Rápido","Disponível","Setúbal","Avenida de Moçambique","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Em uso","2023-04-30 11:39:38.007000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00018,STB-00018-03,"Rápido","Disponível","Setúbal","Avenida de Moçambique","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:39:38.007000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00019,STB-00019-01,"Semirrápido","Disponível","Setúbal","Rua Luísa Tody","PLG - E-plug","Não","Baixa Tensão Especial","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 09:29:49.500000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STB-00019,STB-00019-02,"Semirrápido","Disponível","Setúbal","Rua Luísa Tody","PLG - E-plug","Não","Baixa Tensão Especial","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Em uso","2023-04-30 09:29:49.500000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STB-00020,STB-00020-02,"Semirrápido","Disponível","Setúbal","Hospital da Luz Setúbal, EN 10, km 37,","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-28 19:38:08.533000",22,0,0,0,0,0.03,0,0.297,0,0.03,583.783783783784,144,127.636363636364,4.12609090909091,17.8105135135135,4.617
STB-00020,STB-00020-01,"Semirrápido","Disponível","Setúbal","Hospital da Luz Setúbal, EN 10, km 37,","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-28 19:38:08.533000",22,0,0,0,0,0.03,0,0.297,0,0.03,583.783783783784,144,127.636363636364,4.12609090909091,17.8105135135135,4.617
STB-00021,STB-00021-01,"Semirrápido","Disponível","Setúbal","Hospital da Luz Setúbal, EN 10, km 37,","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 16:26:20.571000",22,0,0,0,0,0.03,0,0.297,0,0.03,583.783783783784,144,127.636363636364,4.12609090909091,17.8105135135135,4.617
STB-00021,STB-00021-02,"Semirrápido","Disponível","Setúbal","Hospital da Luz Setúbal, EN 10, km 37,","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 16:26:20.571000",22,0,0,0,0,0.03,0,0.297,0,0.03,583.783783783784,144,127.636363636364,4.12609090909091,17.8105135135135,4.617
STB-00023,STB-00023-03,"Rápido","Disponível","Setúbal","E.N. 10 ao km 24+324  - Brejos de Azeitão","REP - Repsol","Não","Baixa Tensão Especial","€0,261/charge ","€0,12/min ",,Mennekes,CABLE,22.0,"Disponível","2023-04-30 10:04:45.303000",22,0,0,0,0,0.12,0,0.261,0,0.12,583.783783783784,144,127.636363636364,15.5773636363636,70.315054054054,17.541
STB-00023,STB-00023-02,"Rápido","Disponível","Setúbal","E.N. 10 ao km 24+324  - Brejos de Azeitão","REP - Repsol","Não","Baixa Tensão Especial","€0,261/charge ","€0,12/min ",,CCS,CABLE,60.0,"Disponível","2023-04-30 10:04:45.303000",60,0,0,0,0,0.12,0,0.261,0,0.12,583.783783783784,144,46.8,5.877,70.315054054054,17.541
STB-00023,STB-00023-01,"Rápido","Disponível","Setúbal","E.N. 10 ao km 24+324  - Brejos de Azeitão","REP - Repsol","Não","Baixa Tensão Especial","€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,60.0,"Disponível","2023-04-30 10:04:45.303000",60,0,0,0,0,0.12,0,0.261,0,0.12,583.783783783784,144,46.8,5.877,70.315054054054,17.541
STB-00028,STB-00028-03,"Rápido","Disponível","Setúbal","Estrada de Algeruz, 2910-279 Setúbal","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:51:30.734000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00028,STB-00028-01,"Rápido","Disponível","Setúbal","Estrada de Algeruz, 2910-279 Setúbal","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 10:51:30.734000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
STB-00028,STB-00028-02,"Rápido","Disponível","Setúbal","Estrada de Algeruz, 2910-279 Setúbal","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 10:51:30.734000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00029,STB-00029-01,"Rápido","Disponível","Setúbal","Rua José da Silva Xavier, lote 41,","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,22.0,"Disponível","2023-04-30 09:52:11.792000",22,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,127.636363636364,10.2109090909091,46.7027027027027,11.52
STB-00029,STB-00029-03,"Rápido","Disponível","Setúbal","Rua José da Silva Xavier, lote 41,","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 09:52:11.792000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00029,STB-00029-02,"Rápido","Disponível","Setúbal","Rua José da Silva Xavier, lote 41,","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 09:52:11.792000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STB-00030,STB-00030-02,"Semirrápido","Disponível","Setúbal","R. Prof. Augusto Gomes 3","HRZ - Power dot","Não","Baixa Tensão Normal","€0,3/charge ","€0,025/min ",,Mennekes,SOCKET,74.0,"Disponível","2023-04-28 10:23:17.755000",74,0,0,0,0,0.025,0,0.3,0,0.025,583.783783783784,144,37.9459459459459,1.24864864864865,14.8945945945946,3.9
STB-00030,STB-00030-01,"Semirrápido","Disponível","Setúbal","R. Prof. Augusto Gomes 3","HRZ - Power dot","Não","Baixa Tensão Normal","€0,3/charge ","€0,025/min ",,Mennekes,SOCKET,74.0,"Disponível","2023-04-28 10:23:17.755000",74,0,0,0,0,0.025,0,0.3,0,0.025,583.783783783784,144,37.9459459459459,1.24864864864865,14.8945945945946,3.9
STB-00031,STB-00031-02,"Rápido","Disponível","Setúbal","EN 11 - Quinta do Matão, Nº 8","PRI - Prio","Não","Baixa Tensão Especial","€0,3/charge ","€0,12/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 11:01:59.567000",50,0,0,0,0,0.12,0,0.3,0,0.12,583.783783783784,144,56.16,7.0392,70.354054054054,17.58
STB-00031,STB-00031-01,"Rápido","Disponível","Setúbal","EN 11 - Quinta do Matão, Nº 8","PRI - Prio","Não","Baixa Tensão Especial","€0,3/charge ","€0,12/min ",,CHAdeMO,CABLE,50.0,"Em uso","2023-04-30 11:01:59.567000",50,0,0,0,0,0.12,0,0.3,0,0.12,583.783783783784,144,56.16,7.0392,70.354054054054,17.58
STB-00032,STB-00032-02,"Semirrápido","Disponível","Setúbal","EN 11 - Quinta do Matão, Nº 8","PRI - Prio","Não","Baixa Tensão Especial","€0,3/charge ","€0,02/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 09:20:12.013000",22,0,0,0,0,0.02,0,0.3,0,0.02,583.783783783784,144,127.636363636364,2.85272727272727,11.9756756756757,3.18
STB-00032,STB-00032-01,"Semirrápido","Disponível","Setúbal","EN 11 - Quinta do Matão, Nº 8","PRI - Prio","Não","Baixa Tensão Especial","€0,3/charge ","€0,02/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 09:20:12.013000",22,0,0,0,0,0.02,0,0.3,0,0.02,583.783783783784,144,127.636363636364,2.85272727272727,11.9756756756757,3.18
STB-00034,STB-00034-04,"Rápido","Disponível","Setúbal","R. Cidade de Porto Seguro, 322","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,25/kWh ","€0/min ",CCS,CABLE,80.0,"Disponível","2023-04-30 06:56:01.076000",80,0,0.25,0,0,0,0,0.3,0.25,0,583.783783783784,144,35.1,9.3,15.3,15.3
STB-00034,STB-00034-03,"Rápido","Disponível","Setúbal","R. Cidade de Porto Seguro, 322","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,25/kWh ","€0/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 06:56:01.076000",22,0,0.25,0,0,0,0,0.3,0.25,0,583.783783783784,144,127.636363636364,9.3,15.3,15.3
STB-00034,STB-00034-02,"Rápido","Disponível","Setúbal","R. Cidade de Porto Seguro, 322","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,25/kWh ","€0/min ",CCS,CABLE,80.0,"Disponível","2023-04-30 06:56:01.076000",80,0,0.25,0,0,0,0,0.3,0.25,0,583.783783783784,144,35.1,9.3,15.3,15.3
STB-00034,STB-00034-05,"Rápido","Disponível","Setúbal","R. Cidade de Porto Seguro, 322","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,25/kWh ","€0/min ",CCS,CABLE,80.0,"Disponível","2023-04-30 06:56:01.076000",80,0,0.25,0,0,0,0,0.3,0.25,0,583.783783783784,144,35.1,9.3,15.3,15.3
STB-00034,STB-00034-01,"Rápido","Disponível","Setúbal","R. Cidade de Porto Seguro, 322","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,25/kWh ","€0/min ",CHAdeMO,CABLE,60.0,"Disponível","2023-04-30 06:56:01.076000",60,0,0.25,0,0,0,0,0.3,0.25,0,583.783783783784,144,46.8,9.3,15.3,15.3
STB-00035,STB-00035-01,"Rápido","Disponível","Setúbal","Av. Luísa Todi, 2900-456 Setúbal","GLP - Galp","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 07:15:53.603000",43,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,65.3023255813954,8.09707906976744,70.314854054054,17.5408
STB-00035,STB-00035-02,"Rápido","Disponível","Setúbal","Av. Luísa Todi, 2900-456 Setúbal","GLP - Galp","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 07:15:53.603000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
STB-00035,STB-00035-03,"Rápido","Disponível","Setúbal","Av. Luísa Todi, 2900-456 Setúbal","GLP - Galp","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 07:15:53.603000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
STB-00039,STB-00039-02,"Rápido","Disponível","Setúbal","Avenida Luisa Todi nº 149","KLC - Atlante","Não","Média Tensão","€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,60.0,"Disponível","2023-04-29 16:47:12.051000",60,0,0,0,0,0.1,0,0.2964,0,0.1,583.783783783784,144,46.8,4.9764,58.6747783783784,14.6964
STB-00039,STB-00039-01,"Rápido","Disponível","Setúbal","Avenida Luisa Todi nº 149","KLC - Atlante","Não","Média Tensão","€0,2964/charge ","€0,1/min ",,CCS,CABLE,100.0,"Fora de Serviço","2023-04-29 16:47:12.051000",100,0,0,0,0,0.1,0,0.2964,0,0.1,583.783783783784,144,35,3.7964,58.6747783783784,14.6964
STB-00049,STB-00049-02,"Semirrápido","Disponível","Setúbal","Rua Teotónio Banha,","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 11:46:00.251000",11,0,0,0,0,0.025,0,0.297,0,0.025,583.783783783784,360,255.272727272727,6.67881818181818,14.8915945945946,9.297
STB-00049,STB-00049-01,"Semirrápido","Disponível","Setúbal","Rua Teotónio Banha,","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 11:46:00.251000",11,0,0,0,0,0.025,0,0.297,0,0.025,583.783783783784,360,255.272727272727,6.67881818181818,14.8915945945946,9.297
STB-00050,STB-00050-01,"Semirrápido","Disponível","Setúbal","Rua Engenheiro Ferreira da Cunha,","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,02/min ",,Mennekes,SOCKET,74.0,"Disponível","2023-04-30 06:47:01.698000",74,0,0,0,0,0.02,0,0.297,0,0.02,583.783783783784,144,37.9459459459459,1.05591891891892,11.9726756756757,3.177
STB-00050,STB-00050-02,"Semirrápido","Disponível","Setúbal","Rua Engenheiro Ferreira da Cunha,","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,02/min ",,Mennekes,SOCKET,74.0,"Disponível","2023-04-30 06:47:01.698000",74,0,0,0,0,0.02,0,0.297,0,0.02,583.783783783784,144,37.9459459459459,1.05591891891892,11.9726756756757,3.177
STB-00051,STB-00051-02,"Semirrápido","Disponível","Setúbal","Avenida Baía de Setúbal","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 07:54:37.203000",11,0,0,0,0,0.025,0,0.297,0,0.025,583.783783783784,360,255.272727272727,6.67881818181818,14.8915945945946,9.297
STB-00051,STB-00051-01,"Semirrápido","Disponível","Setúbal","Avenida Baía de Setúbal","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 07:54:37.203000",11,0,0,0,0,0.025,0,0.297,0,0.025,583.783783783784,360,255.272727272727,6.67881818181818,14.8915945945946,9.297
STB-90001,STB-90001-2,Normal,"Disponível","Setúbal","Rua Dr. Francisco Goncalves Oliveira","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 10:34:29.431000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
STB-90001,STB-90001-1,Normal,"Disponível","Setúbal","Rua Dr. Francisco Goncalves Oliveira","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Em uso","2023-04-30 10:34:29.431000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
STB-90003,STB-90003-2,Normal,"Disponível","Setúbal","Rua 1º de Agosto","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 10:33:33.616000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
STB-90003,STB-90003-1,Normal,"Disponível","Setúbal","Rua 1º de Agosto","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 10:33:33.616000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
STB-90004,STB-90004-2,Normal,"Disponível","Setúbal","Estrada de Santo Ovídio","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0046/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-29 11:04:10.604000",37,0,0,0,0.0046,0,0,0,0,0.0046,583.783783783784,144,75.8918918918919,0.349102702702703,2.6854054054054,0.6624
STB-90004,STB-90004-1,Normal,"Disponível","Setúbal","Estrada de Santo Ovídio","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0046/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-29 11:04:10.604000",37,0,0,0,0.0046,0,0,0,0,0.0046,583.783783783784,144,75.8918918918919,0.349102702702703,2.6854054054054,0.6624
STB-90005,STB-90005-1,"Semirrápido","Disponível","Setúbal","Avenida Luísa Todi","GLP - Galp","Não","Baixa Tensão Normal","€0,0117/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 06:25:39.250000",22,0,0,0,0.0117,0,0,0,0,0.0117,583.783783783784,144,127.636363636364,1.49334545454545,6.83027027027027,1.6848
STB-90005,STB-90005-2,"Semirrápido","Disponível","Setúbal","Avenida Luísa Todi","GLP - Galp","Não","Baixa Tensão Normal","€0,0117/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 06:25:39.250000",22,0,0,0,0.0117,0,0,0,0,0.0117,583.783783783784,144,127.636363636364,1.49334545454545,6.83027027027027,1.6848
STB-90006,STB-90006-2,"Semirrápido","Disponível","Setúbal","Avenida Luísa Todi","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,007/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 10:48:52.175000",22,0,0,0,0.007,0,0,0,0,0.007,583.783783783784,144,127.636363636364,0.893454545454546,4.08648648648649,1.008
STB-90006,STB-90006-1,"Semirrápido","Disponível","Setúbal","Avenida Luísa Todi","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,007/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 10:48:52.175000",22,0,0,0,0.007,0,0,0,0,0.007,583.783783783784,144,127.636363636364,0.893454545454546,4.08648648648649,1.008
STB-90007,STB-90007-1,Normal,"Disponível","Setúbal","Avenida Luísa Todi","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,004/min ",,,Mennekes,SOCKET,37.0,"Em uso","2023-04-30 11:26:56.347000",37,0,0,0,0.004,0,0,0,0,0.004,583.783783783784,144,75.8918918918919,0.303567567567568,2.33513513513513,0.576
STB-90007,STB-90007-2,Normal,"Disponível","Setúbal","Avenida Luísa Todi","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,004/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:26:56.347000",37,0,0,0,0.004,0,0,0,0,0.004,583.783783783784,144,75.8918918918919,0.303567567567568,2.33513513513513,0.576
STB-90012,STB-90012-2,Normal,"Disponível","Setúbal","Avenida Mestre Lima de Freitas","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 10:31:16.694000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
STB-90012,STB-90012-1,Normal,"Disponível","Setúbal","Avenida Mestre Lima de Freitas","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 10:31:16.694000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
STC-00002,STC-00002-02,"Semirrápido","Disponível","Santiago do Cacém","Monte do Gilbardinho","PLG - E-plug","Não","Média Tensão","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:32:58.437000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STC-00002,STC-00002-01,"Semirrápido","Disponível","Santiago do Cacém","Monte do Gilbardinho","PLG - E-plug","Não","Média Tensão","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:32:58.437000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STC-00003,STC-00003-01,"Semirrápido","Disponível","Santiago do Cacém","Monte do Gilbardinho","PLG - E-plug","Não","Média Tensão","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 10:10:31.505000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STC-00003,STC-00003-02,"Semirrápido","Disponível","Santiago do Cacém","Monte do Gilbardinho","PLG - E-plug","Não","Média Tensão","€0,2964/charge ","€0,08/kWh ","€0,015/min ",Mennekes,SOCKET,22.0,"Em uso","2023-04-30 10:10:31.505000",22,0,0.08,0,0,0,0.015,0.2964,0.08,0.015,583.783783783784,144,127.636363636364,5.09094545454546,13.8531567567568,7.2564
STC-00004,STC-00004-02,"Semirrápido","Disponível","Santiago do Cacém","Zona Industrial Ligeira Lote 3","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 23:47:26.068000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
STC-00004,STC-00004-01,"Semirrápido","Disponível","Santiago do Cacém","Zona Industrial Ligeira Lote 3","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 23:47:26.068000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
STC-00005,STC-00005-02,"Rápido","Disponível","Santiago do Cacém","Rua do Mercado 1","KLC - Atlante","Não","Baixa Tensão Especial","€0,08/min ",,,CCS,CABLE,50.0,"Em uso","2023-04-30 11:30:39.266000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STC-00005,STC-00005-03,"Rápido","Disponível","Santiago do Cacém","Rua do Mercado 1","KLC - Atlante","Não","Baixa Tensão Especial","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:30:39.266000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
STC-00005,STC-00005-01,"Rápido","Disponível","Santiago do Cacém","Rua do Mercado 1","KLC - Atlante","Não","Baixa Tensão Especial","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Fora de Serviço","2023-04-30 11:30:39.266000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
STC-00008,STC-00008-1,"Semirrápido","Disponível","Santiago do Cacém","ZONA INDUSTRIAL LIGEIRA, LT 43 B","MOO - MOON-POWER","Não","Baixa Tensão Normal","€0,296/charge ","€0,02/min ",,Mennekes,CABLE,22.0,"Disponível","2023-04-30 10:07:05.650000",22,0,0,0,0,0.02,0,0.296,0,0.02,583.783783783784,144,127.636363636364,2.84872727272727,11.9716756756757,3.176
