"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
LRS-00072-02,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00073-02,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00073-01,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00074-01,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00074-02,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00075-01,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00075-02,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00106-01,Lisboa,Rua Castilho,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00106-02,Lisboa,Rua Castilho,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00109-02,Lisboa,Praça do Município,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00109-01,Lisboa,Praça do Município,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00113-01,Lisboa,Praça do Município,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00113-02,Lisboa,Praça do Município,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00177-02,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00177-01,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00180-02,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00180-01,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00182-02,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00182-01,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00183-01,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00183-02,Lisboa,Avenida Lusíada,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00314-02,Lisboa,Rua Professor Fernando da Fonseca B3,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00314-01,Lisboa,Rua Professor Fernando da Fonseca B3,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00315-02,Lisboa,Rua Professor Fernando da Fonseca B3,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00315-01,Lisboa,Rua Professor Fernando da Fonseca B3,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00402-01,Lisboa,Avenida Eusébio da Silva Ferreira,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00402-02,Lisboa,Avenida Eusébio da Silva Ferreira,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00403-02,Lisboa,Avenida Eusébio da Silva Ferreira,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00403-01,Lisboa,Avenida Eusébio da Silva Ferreira,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00452-1,Lisboa,Júpiter Lisboa Hotel - Av. da República,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00453-1,Lisboa,Júpiter Lisboa Hotel - Av. da República,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00454-02,Lisboa,Tapada da Ajuda,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00454-01,Lisboa,Tapada da Ajuda,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00578-01,Lisboa,"R. do Bojador 2.33, 1990-048 Lisboa",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00578-02,Lisboa,"R. do Bojador 2.33, 1990-048 Lisboa",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00579-02,Lisboa,"R. do Bojador 2.33, 1990-048 Lisboa",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00579-01,Lisboa,"R. do Bojador 2.33, 1990-048 Lisboa",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MED-00002-02,Mêda,Lugar do Noval,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MED-00002-01,Mêda,Lugar do Noval,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MLG-00002-02,Melgaço,Lugar do Galvão,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MLG-00002-01,Melgaço,Lugar do Galvão,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MTS-00028-02,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
MTS-00028-01,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00007-02,Nazaré,Rua Doutor António Duarte Pimpão,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00007-01,Nazaré,Rua Doutor António Duarte Pimpão,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00008-01,Nazaré,"R. LUIS MONTERROSO 9910 PC, VALADO DE FRADES",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00008-02,Nazaré,"R. LUIS MONTERROSO 9910 PC, VALADO DE FRADES",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00009-01,Nazaré,"RUA LUIS MONTERROSO, VALADO DE FRADES",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00009-02,Nazaré,"RUA LUIS MONTERROSO, VALADO DE FRADES",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00010-01,Nazaré,"RUA RAMALHO ORTIGAO 9930 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00010-02,Nazaré,"RUA RAMALHO ORTIGAO 9930 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00011-02,Nazaré,"RUA BIBLIOTECA DA NAZARE S/N, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
NZR-00011-01,Nazaré,"RUA BIBLIOTECA DA NAZARE S/N, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00012-01,Nazaré,"RUA ALMADA NEGREIROS 9900 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00012-02,Nazaré,"RUA ALMADA NEGREIROS 9900 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00013-02,Nazaré,"RUA ADRIAO BATALHA 9920 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
NZR-00013-01,Nazaré,"RUA ADRIAO BATALHA 9920 PC, NAZARE",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OAZ-00005-01,Oliveira de Azeméis,Lugar das Aldas,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OAZ-00005-02,Oliveira de Azeméis,Lugar das Aldas,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
ODV-00005-02,Odivelas,Quinta do Segulim,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
ODV-00005-01,Odivelas,Quinta do Segulim,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00029-1,Oeiras,Rua Calvet de Magalhães,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00030-1,Oeiras,Rua Calvet de Magalhães,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00123-01,Oeiras,Rua Coro de Santo Amaro de Oeiras 12,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00123-02,Oeiras,Rua Coro de Santo Amaro de Oeiras 12,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00124-02,Oeiras,Rua Coro de Santo Amaro de Oeiras 12,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00124-01,Oeiras,Rua Coro de Santo Amaro de Oeiras 12,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PNV-00002-01,Proença-a-Nova,Lugar São Bartolomeu,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PNV-00002-02,Proença-a-Nova,Lugar São Bartolomeu,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00038-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PRT-00038-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00039-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PRT-00039-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00040-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00040-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00041-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00041-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00042-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00042-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00043-01,Porto,Praça de Lisboa,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00043-02,Porto,Praça de Lisboa,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PRT-00045-01,Porto,Praça de Lisboa,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00045-02,Porto,Praça de Lisboa,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PRT-00046-01,Porto,Rua do Infante D. Henrique,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PRT-00046-02,Porto,Rua do Infante D. Henrique,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00176-01,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PRT-00176-02,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PTM-00032-01,Portimão,R. de São Pedro 72,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PTM-00032-02,Portimão,R. de São Pedro 72,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PVZ-00005-01,Póvoa de Varzim,Avenida Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PVZ-00005-02,Póvoa de Varzim,Avenida Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PVZ-00006-02,Póvoa de Varzim,Avenida Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
PVZ-00006-01,Póvoa de Varzim,Avenida Mouzinho de Albuquerque,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PVZ-00020-01,Póvoa de Varzim,Rua de Dom Manuel I 183,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
PVZ-00020-02,Póvoa de Varzim,Rua de Dom Manuel I 183,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
STB-00020-02,Setúbal,"Hospital da Luz Setúbal, EN 10, km 37,",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
STB-00020-01,Setúbal,"Hospital da Luz Setúbal, EN 10, km 37,",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
STB-00021-01,Setúbal,"Hospital da Luz Setúbal, EN 10, km 37,",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
STB-00021-02,Setúbal,"Hospital da Luz Setúbal, EN 10, km 37,",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
TVD-00012-02,Torres Vedras,Rua Vale da Murta,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
TVD-00012-01,Torres Vedras,Rua Vale da Murta,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
TVD-00013-02,Torres Vedras,R. António Gomes,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
TVD-00013-01,Torres Vedras,R. António Gomes,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
VCT-00035-01,Viana do Castelo,Estrada Nacional Nº13,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VCT-00035-02,Viana do Castelo,Estrada Nacional Nº13,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VNG-00017-02,Vila Nova de Gaia,Rua da Voltinha - Pedroso,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VNG-00017-01,Vila Nova de Gaia,Rua da Voltinha - Pedroso,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VNG-00018-02,Vila Nova de Gaia,Rua de Serpa Pinto,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Em uso
VNG-00018-01,Vila Nova de Gaia,Rua de Serpa Pinto,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VNG-00112-02,Vila Nova de Gaia,"Rua da Palmeira, 425",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
VNG-00112-01,Vila Nova de Gaia,"Rua da Palmeira, 425",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
ALQ-00010-01,Alenquer,Quinta da Colónia Lote 2,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
ALQ-00010-02,Alenquer,Quinta da Colónia Lote 2,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Em uso
AMD-00052-1,Amadora,Estr. do Monte da Cabreira 1 1A,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","11",SOCKET,Disponível
AVZ-00003-02,Alvaiázere,Autoestrada do Pinhal Interior,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
AVZ-00003-01,Alvaiázere,Autoestrada do Pinhal Interior,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
BRG-00067-1,Braga,Av. Dom Eurico Dias Nogueira,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","11",SOCKET,Disponível
CBR-00014-1,Coimbra,Rua João Machado 4,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00015-1,Coimbra,Rua João Machado 4,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
CLD-00007-2,Caldas da Rainha,Rua Isidoro Inácio Alves de Carvalho,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
CLD-00007-1,Caldas da Rainha,Rua Isidoro Inácio Alves de Carvalho,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
CTB-00015-02,Castelo Branco,"Rua R, Lote 32",HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
CTB-00015-01,Castelo Branco,"Rua R, Lote 32",HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
EVR-00023-02,Évora,Évora Hotel - Av. Túlio Espanca,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.814","0","€0,3/charge ","€0,03/min ","","22",CABLE,Em uso
EVR-00023-01,Évora,Évora Hotel - Av. Túlio Espanca,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
EVR-00024-02,Évora,Everybody Fitness - Rua Luís Adelino Fonseca,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.814","0","€0,3/charge ","€0,03/min ","","22",CABLE,Disponível
EVR-00024-01,Évora,Everybody Fitness - Rua Luís Adelino Fonseca,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
FUN-00028-1,Funchal,Rua Brigadeiro Oudinot 2,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
FUN-00029-1,Funchal,Rua Brigadeiro Oudinot 2,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
FUN-00030-1,Funchal,Rua Brigadeiro Oudinot 2,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
LMG-00002-1,Lamego,Rua 28 de Maio,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
LMG-00002-2,Lamego,Rua 28 de Maio,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Em uso
LSB-00492-01,Lisboa,R. Tomás Ribeiro 115,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00492-02,Lisboa,R. Tomás Ribeiro 115,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00493-01,Lisboa,R. Tomás Ribeiro 115,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
LSB-00493-02,Lisboa,R. Tomás Ribeiro 115,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
MAI-00023-1,Maia,R. Central de Mandim,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","11",SOCKET,Disponível
MDL-00004-02,Mirandela,Rua 25 de Maio Nº119,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
MDL-00004-01,Mirandela,Rua 25 de Maio Nº119,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
MNC-00004-01,Monção,Avenida da Galiza,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
MNC-00004-02,Monção,Avenida da Galiza,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
MTS-00049-1,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","11",SOCKET,Disponível
OER-00097-02,Oeiras,Oeiras Parque Piso -2 Zona Laranja,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00097-01,Oeiras,Oeiras Parque Piso -2 Zona Laranja,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Em uso
OER-00125-01,Oeiras,Av. José Gomes Ferreira 13,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00125-02,Oeiras,Av. José Gomes Ferreira 13,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00126-01,Oeiras,Av. José Gomes Ferreira 13,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
OER-00126-02,Oeiras,Av. José Gomes Ferreira 13,HRZ - Power dot,"17.814","0","€0,3/charge ","€0,03/min ","","22",SOCKET,Disponível
OLR-00001-1,Oleiros,Praça do Município,PRI - Prio,"17.814","0","€0,3/charge ","€0,03/min ","","7,4",SOCKET,Disponível
